cuce,entidad,objeto_de_contratacion,subasta,fecha_Presentación,archivos
25-1604-00-1539362-1-1,Gobierno Autonomo Municipal De Yacuiba,Adquisicion De Placas Radiograficas Y Otros Insumos Para El Servicio De Radiologia Y Otros Servicios Del Hospital Dr. Ruben Zelaya,Si,09/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1312-00-1539443-1-1,Gobierno Autonomo Municipal De Sacaba,"Programa De Seguridad Ciudadana (Adquisicion De Repuestos Para El Stock Del Taller Mecanico De Seguridad Ciudadana: Lote Nº1 Repuestos De Camioneta, Lote Nº2 Repuestos De Motocicleta)",Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0145-00-1538837-1-1,Universidad Autonoma Juan Misael Saracho,Equipo De Sonido Para El Proy Fortalecer La Extension Universitaria En La Uajms,Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1401-03-1538921-1-1,Secretaria Municipal De Salud Integral Y Deportes,Adquisicion De Medicamentos E Insumos Farmaceuticos Del Primer Trimestre Para El C.S. Candelaria,Si,04/04/2025,"Convocatoria
Documento Base de Contratacion
Resolucion de aprobacion del DBC"
25-1301-00-1531209-2-1,Gobierno Autonomo Municipal De Cochabamba,Adquisicion De Botines De Trabajo 340-0000-006,Si,09/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0821-00-1539725-1-1,Administracion Autonoma Para Obras Sanitarias - Aapos Potosi,Adquisicion De Cajas Metalicas Para Medidores De ½“Y ¾”,Si,09/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1334-00-1539577-1-1,Gobierno Autonomo Municipal De Chimore,Adquisicion De Camioneta Para El Ejecutivo Municipal – Gam Chimore,Si,09/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0417-04-1539731-1-1,Caja Nacional De Salud Regional Cochabamba,Cateter Venoso Central Triple Lumen,Si,09/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0902-34-1539628-1-1,Desarrallo De La Salud - Hospital El Alto Sur,Adquisicion De Medicamentos Para Pacientes De Internacion Del Heas,Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0903-18-1539476-1-1,Hospital Materno Infantil German Urquidi,Compra De Insumos Declarados Desiertos En Proceso De Compra De Insumos Medicos Para El Servicio De Farmacia Del Hospital Materno Infantil German Urquidi Ai1,Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1347-00-1539485-1-1,Gobierno Autonomo Municipal De Shinahota,"Adquisicion De Uñas, Cuchillas, Inserto Inferior Y Superior, Guiador De Tornamesa Para Equipo Pesado De La Direccion De Obras Publicas",Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0417-04-1539709-1-1,Caja Nacional De Salud Regional Cochabamba,Jeringa Descartable De 20 Ml Con Aguja 21 X 1 1/2 Con Rosca,Si,09/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1703-00-1539547-1-1,Gobierno Autonomo Municipal De Ayacucho (Porongo),"Adquisición De Medicamentos Por Excepción Al Margen Del Decreto Supremo Nº 4505, Para El Centro De Salud San Juan Bautista Y Los Nueve Sectores De Salud Del Municipio De Porongo, De La Gestión 2025",Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0418-07-1539620-1-1,Caja Petrolera De Salud Administracion Departamental Santa Cruz,Compra De Material Y Reactivos De Laboratorio.Unid Direccion Iso”,Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0595-00-1539691-1-1,Gestora Publica De La Seguridad Social De Largo Plazo,G25-Gngfc- Adquisición De Estantería Metálica Fija Para Unidades De Archivo,Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0902-42-1536894-1-1,Instituto Nacional Del Torax,Adquisición De Repuestos Para Equipo Ventilador Hamilton Ham C-2 Del Servicio De Emergencias Del Int,Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1803-00-1539650-1-1,Gobierno Autonomo Municipal De Riberalta,Adquisición De Ropa De Trabajo (Calzados Y Accesorios) Primera Dotación Gestion 2025 Para El Personal De La Unidad Municipal De Aseo Urbano Riberalta,Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1301-00-1539227-1-1,Gobierno Autonomo Municipal De Cochabamba,Adquisicion De Cemento Portland 210-0000-034,Si,09/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0907-00-1539587-1-1,Gobierno Autónomo Departamental De Santa Cruz,"Adquisicion De Reactivos Pruebas Rapidas Para Hiv, Unigold Para El Servicio De Laboratorio Del Hospital San Juan De Dios Durante La Gestion 2025 Hsjdd Ssdh",Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1238-00-1522339-1-2,Gobierno Autonomo Municipal De Corocoro,Desayuno Escolar Alimentación Escolar-Seccional (Provisión De Desayuno Escolar Gestion 2025),Si,09/04/2025,"Convocatoria
Documento Base de Contratacion
Especificaciones Tecnicas"
25-0907-00-1539505-1-1,Gobierno Autónomo Departamental De Santa Cruz,Adquisicion De Instrumental Menor Medico Quirurgico Para El Servicio De Quirofano Del Hospital San Juan De Dios Durante La Gestion 2025 Hsjdd Ssdh,Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1506-00-1535434-2-1,Gobierno Autonomo Municipal De Chayanta,Servicio De Salud Universal Y Gratuito-Sus - Anpe,Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1305-00-1539061-1-1,Gobierno Autonomo Municipal De Vinto,"""Compra Semestral De Medicamentos Para El Hospital Municipal De Vinto Segundo Nivel Del Municipio De Vinto Para El S.U.S."" Ítems Declarados Desiertos""",Si,04/04/2025,"Documento Base de Contratacion
Especificaciones Tecnicas
Convocatoria"
25-0902-38-1539519-1-1,Instituto Nacional De Oftalmologia,Adquisicion De Insumos,Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0907-00-1539479-1-1,Gobierno Autónomo Departamental De Santa Cruz,Adquisicion De Medicamentos Reactivos Materiales E Insumos Para El Servicio De Hemodinamia Del Hospital San Juan De Dios Durante La Gestion 2025 Hsjdd Ssdh,Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1308-00-1539481-1-1,Gobierno Autonomo Municipal De Pasorapa,Compra De Material De Limpieza Para El Internado Educativo De Pasorapa,No,04/04/2025,
25-0905-06-1539473-1-1,Servicio Departamental De Caminos - Potosi,Adquisición De Guiadores Carrileras Para Diferentes Unidades Stock Almacenes,Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1304-00-1538922-1-1,Gobierno Autonomo Municipal De Tiquipaya,Primera Compra Insumos Medicos Para La Atencion De Pacientes Del Seguro Universal De Salud Del Hospital Tiquipaya Y Centros De Salud Gestion 2025,Si,09/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1102-00-1537378-1-1,Gobierno Autonomo Municipal De Yotala,"Adquisición De Medicamentos, Insumos Médicos, Insumos De Laboratorio, Insumos De Ecografía, Insumos De Odontología E Insumos De Fisioterapia Para El Sistema Único De Salud Sus Para La Red De Salud Del Municipio De Yotala Gestión 2025",Si,04/04/2025,"Convocatoria
Documento Base de Contratacion
Especificaciones Tecnicas"
25-0902-40-1539394-1-1,"Hospital Del Niño ""Dr. Ovidio Aliaga Uria""",Adquisicion De Jeringas Descartables,Si,08/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1345-00-1538356-1-1,Gobierno Autonomo Municipal De Entre Rios Cbba,Adquisición De Complemento Nutricional (Nutribebe) Para Los Centros De Salud Gestión 2025 Para El Municipio De Entre Ríos,Si,09/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0951-00-1534645-1-1,Banco Central De Bolivia - Bcb,Provisión De Cables Eléctricos Para El Mantenimiento Y Mejoramiento De Inmuebles Del Bcb,Si,04/04/2025,"Documento Base de Contratacion
Convocatoria
Acta Reunion de Aclaracion"
25-1345-00-1538249-1-1,Gobierno Autonomo Municipal De Entre Rios Cbba,Adquisición De Complemento Nutricional (Carmelo) Para Los Diferentes Centros De Salud Y Hospital Del Municipio De Entre Ríos Gestión 2025,Si,09/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0424-01-1539377-1-1,Caja De Salud Cordes Regional La Paz,"Ventilador Adulto, Pediátrico Y Neonatal",Si,09/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0015-15-1538757-1-1,"Direccion De Apoyo A La Prevencion Del Consumo De Drogas, Control De Trafico Ilicito De Sustancias Controladas Y Coca Excedentaria - Diprevcon",Adquisición De Luminarias Led Para El Hangar De Mantenimiento De La Fta. “Diablos Negros”,Si,07/04/2025,"Documento Base de Contratacion
Especificaciones Tecnicas
Documento Base de Contratacion
Convocatoria"
25-0905-09-1539372-1-1,Hospital Daniel Bracamonte,Adquisicion De Desinfectantes Iodo Y Otros Para El Hospital Daniel Bracamonte - Sus,Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1347-00-1538979-1-1,Gobierno Autonomo Municipal De Shinahota,Adquisicion De Filtros Y Lubricantes Para Vehiculos Pesados Y Livianos Gestion 2025 Del Gobierno Autonomo Municipal De Shinahota,Si,09/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1314-00-1539339-1-1,Gobierno Autonomo Municipal De Villa Tunari,Anpe 016-2025 Adquisicion De Filtros Para Maquinaria Pesada Y Volquetas - Villa Tunari - Municipio,Si,08/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0903-20-1536163-1-1,Hospital Villa Tunari,"Adquisicion De Reactivos E Insumos Para El Area De Quimica Sanguinea, Serologia, Hematologia, Uroanalisis Y Parasitologia Para El Servicio De Laboratorio",Si,09/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0599-00-1537530-1-1,Empresa Boliviana De Alimentos Y Derivados-Eba,"Adquisición De Ropa De Trabajo, Indumentaria, Equipo De Protección Personal Y Calzados Para El Personal De La Gerencia De Línea De Almendra",Si,09/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0905-06-1539353-1-1,Servicio Departamental De Caminos - Potosi,Adquisición De Ropa De Trabajo (Chalecos Y Camisas) Para El Personal De Mantenimiento De Sedeca Potosí Gestión 2025,Si,04/04/2025,
25-1201-00-1538831-1-1,Gobierno Autonomo Municipal De La Paz,Adquisicion De Insulina Y Otros Para El Hospital Municipal Cotahuma (Sus) - Gestion 2025,Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0015-00-1536896-1-1,Ministerio De Gobierno,“Adquisición De Equipos De Impresión Para Puestos De Control Fronterizo De La Dirección General De Migración”,Si,09/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0041-00-1539308-1-1,Ministerio De Desarrollo Productivo Y Economía Plural,Adquisición De Sillas Giratorias Para El Ministerio De Desarrollo Productivo Y Economía Plural,Si,09/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1501-05-1535677-1-1,Dirección Técnica Municipal De Salud,Adquisicion De Medicamentos (1er Semestre) Para El Centro De Salud San Gerardo - Servicios De Salud Universal Y Gratuita - Sus (D.S. 0181),Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-2303-00-1539269-1-1,Empresa Municipal De Areas Verdes Y Recreacion Alternativa - Emavra,Adquisicion De Desmalezadoras Para La Unidad De Mantenimiento De Areas Verdes,Si,09/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1305-00-1538694-1-1,Gobierno Autonomo Municipal De Vinto,"""Compra Semestral De Insumos Y Reactivos De Laboratorio Para El Hospital Municipal De Vinto Segundo Nivel Para El S.U.S.""",Si,08/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0417-09-1531355-2-1,Caja Nacional De Salud - Regional La Paz,180.000 Pza. Pan Surtido. Unidad De Economato Central Regional La Paz,Si,08/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1701-00-1537955-1-1,Gobierno Autonomo Municipal De Santa Cruz De La Sierra,"Adquisicion De Reactivos Para El Area De Quimica Sanguinea Y Otros De Laboratorios Del Hospital Municipal Plan 3000, Sms",Si,09/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0586-00-1538596-1-1,"Empresa Azucarera San Buenaventura ""Easba""",Adquisicion De Llantas Para Vehiculos De Transporte Y Carga - Ga,Si,09/04/2025,"Documento Base de Contratacion
Convocatoria"
25-2336-00-1539278-1-1,Empresa Publica Departamental Fabrica De Calaminas Y Clavos Potosi,Adquisición De Materia Prima Bobinas De Acero Galvanizado Para La Producción De Calaminas Onduladas Y Trapezoidales – Segundo,Si,08/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0340-00-1539188-1-1,Servicio General De Identificacion Personal,Adquisición De Licencias Biométricas,Si,09/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0417-01-1538584-1-1,Caja Nacional De Salud (Regional Tarija),"Adquisicion De Paneles Para Film Array, Para Laboratorio Hai Obrero.",Si,08/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1401-03-1539054-1-1,Secretaria Municipal De Salud Integral Y Deportes,Adquisicion De Medicamentos E Insumos Farmaceuticos Del 1er Trimestre Para El C.S. Asistencia Publica,Si,09/04/2025,"Documento Base de Contratacion
Convocatoria
Resolucion de aprobacion del DBC"
25-0389-00-1539260-1-1,Navegacion Aerea Y Aeropuertos Bolivianos,Adquisicion De Cables De Red Y Fibra Optica Para La Regional La Paz,Si,09/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1401-00-1539170-1-1,Gobierno Autonomo Municipal De Oruro,"Adquisición De Alimento Complementario ""Nutribebe"" (1° Dotación) Gestión 2025",Si,09/04/2025,"Convocatoria
Documento Base de Contratacion
Resolucion de aprobacion del DBC"
25-1734-00-1537490-1-1,Gobierno Autonomo Municipal De Montero,Adquisición De Insumos Para El Servicio De Hemodialisis,Si,08/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1706-00-1539079-1-1,Gobierno Autonomo Municipal De Warnes,"Adquisición De Medicamentos (Primer Cuatrimestre) Forma Farmacéutica Comprimido E Inyectables, Jarabes, Soluciones Parenterales, Óvulos Y Cremas Para Los Diferentes Establecimientos De Salud Del Municipio De Warnes En Cumplimiento A La Ley Nª1152 S.U.S De Los Items Declarados Desierto.",Si,08/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1601-00-1538947-1-1,Gobierno Autonomo Municipal De Tarija,“Adquisicion De Medicamentos Genericos Para El Fortalecimiento Del Hospital De Segundo Nivel San Antonio Provincia Cercado Primer Semestre Gestion 2025 (D. S. 0181)”,Si,08/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1315-00-1538940-1-1,Gobierno Autonomo Municipal De Punata,Funcionamiento Y Equipamiento Seguro Unico De Salud-Sus Hospital Punata (Adq. De Medicamentos Para Pacientes Beneficiarios Del Sistema Único De Salud S.U.S),Si,08/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1401-00-1539045-1-1,Gobierno Autonomo Municipal De Oruro,Adquisición De Fibra Optica Y Ferretería Para El Distrito 2 Del Municipio De Oruro,Si,09/04/2025,"Convocatoria
Documento Base de Contratacion
Resolucion de aprobacion del DBC"
25-1701-14-1539131-1-1,Unidad Operativa Desconcentrada De Alumbrado Publico,"Adquisicion De Reactor De Sodio Para Mantenimiento En El Sistema De Alumbrado Publico, Uodap",Si,09/04/2025,"Documento Base de Contratacion
Convocatoria
Resolucion de aprobacion del DBC"
25-0417-07-1539076-1-1,Caja Nacional De Salud (Regional Beni),Material De Limpieza Para La Distrital Riberalta,Si,08/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0906-39-1537435-1-1,"Hospital Materno Infantil ""Dr. Juan Manuel Jijena Duran""",Adquisicion De Medicamentos Para Dotacion A Los Diferentes Servicios Del Hospital Materno Infantil Dr. Juan Manuel Jijena Duran,Si,04/04/2025,"Especificaciones Tecnicas
Documento Base de Contratacion
Convocatoria"
25-1201-00-1536984-1-1,Gobierno Autonomo Municipal De La Paz,"Adquisicion De Lubricantes Y Grasas Para El Sistema De Transmision, Diferencial, Retarder Y Carroceria De Buses Del Setram Gestion 2025",Si,09/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0902-43-1538372-1-1,Hospital Del Norte,Adquisicion De Medicamentos Esenciales I Para El Hdn 2025,Si,09/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0902-39-1539094-1-1,Hospital De La Mujer,Adquisición De Insumos Fase 5 (Farmacia),Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1301-00-1537714-1-1,Gobierno Autonomo Municipal De Cochabamba,Adquisicion De Material De Plomeria 210-0000-034,Si,08/04/2025,"Convocatoria
Documento Base de Contratacion"
25-2315-00-1521873-2-1,Empresa Municipal De Servicios De Aseo - Emsa,Escobas De Paja,Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0902-39-1539077-1-1,Hospital De La Mujer,Adquisición De Reactivos Para Equipo Abacus 5 (Laboratorio),Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0418-07-1538078-1-1,Caja Petrolera De Salud Administracion Departamental Santa Cruz,Adquisicion De Nueve Items De Alta Rotacion Unidad De Farmacia Hscz,Si,08/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0781-00-1539015-1-1,Servicio Municipal De Agua Potable Y Alcantarillado - Semapa,Adquisición De Aceites Y Lubricantes Para La Unidad De Mtto. De Vehículos Y Equipos Gestión 2025,Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0417-03-1539056-1-1,Caja Nacional De Salud Regional Santa Cruz,"90.000 Frasco/ Solucion Parental Solucion Fisiologica 0,09% (100 Ml)– Supervision Regional De Farmacia",Si,09/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1311-00-1538970-1-1,Gobierno Autonomo Municipal De Morochata,"Adquisición De Complemento Nutricional Carmelo Y Nutri Mama Para Servicios De Salud, Universal Y Gratuita – Sus (Primer Semestre)",Si,09/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0781-00-1539010-1-1,Servicio Municipal De Agua Potable Y Alcantarillado - Semapa,Adquisición De Productos Químicos Y Farmaceúticos. Para El Departamento De Construcciones. Gestión 2025.,No,07/04/2025,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
25-1530-00-1537418-1-1,Gobierno Autonomo Municipal De Uyuni,Adquisición De Medicamentos E Insumos Para La Ley 1152 Sus Hospital José Eduardo Pérez,Si,09/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1808-00-1538955-1-1,Gobierno Autonomo Municipal De San Borja,Compra Trimestral De Medicamentos Para Los 22 Centros De Salud Y El Hospital Municipal Dr. Jose Eduardo Olmos Maeda (Items Nacionales),Si,07/04/2025,
25-1813-00-1537254-1-1,Gobierno Autonomo Municipal De San Andres,Mantenimiento Y Mejoramiento De Caminos Vecinales (Adquisición De Tubos De Hormigón Armado Para Las Comunidades Del Municipio De San Andrés).,No,08/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0417-03-1538592-1-1,Caja Nacional De Salud Regional Santa Cruz,23 Items De Reactivos De Elisa Para Todos Los Laboratorios- Supervision Regional De Laboratorio,Si,09/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0417-03-1538905-1-1,Caja Nacional De Salud Regional Santa Cruz,14 Items De Reactivos Y Consumibles Para Los Laboratorios Clinicos- Supervision Regional De Laboratorio,Si,09/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1417-00-1534626-2-1,Gobierno Autonomo Municipal De Turco,Adquisicion De Productos Para La Preparacion De Desayuno Y Almuerzo Escolar Municipio De Turco,Si,07/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0035-01-1537665-1-1,Servicio De Impuestos Nacionales,Adquisición De Lectores De Huella Para Dependencias Operativas Del Sin,Si,08/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0599-00-1538107-1-1,Empresa Boliviana De Alimentos Y Derivados-Eba,"Adquisicion De Envasadoras De Polvo Para Envases Doypak, Pouch, Para Las Plantas De Liofilizacion De Villa 14 De Septiembre Y Palos Blancos - Eba",Si,08/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0905-06-1538822-1-1,Servicio Departamental De Caminos - Potosi,Adquisición De Delineador Vertical Ciclovía Proyecto Const. Asfaltado Acceso Colchani - Salar - Uyuni,Si,09/04/2025,"Documento Base de Contratacion
Convocatoria"
25-2303-00-1538752-1-1,Empresa Municipal De Areas Verdes Y Recreacion Alternativa - Emavra,Adquisicion De Minitractores Corta Pasto Para La Unidad De Mantenimiento De Areas Verdes,Si,08/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1106-00-1535960-1-1,Gobierno Autonomo Municipal De Zudanez (Tacopaya),"Adquisición De Medicamentos E Insumos Para El S.U.S. Para Los Establecimientos De Salud Del Municipio De Zudañez, Correspondiente A La Gestión 2025",Si,07/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0035-01-1527065-1-2,Servicio De Impuestos Nacionales,Adquisicion De Laptop Para Capacitaciones De La Gerencia De Servicio Al Contribuyente Y Cultura Tributaria,Si,08/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1204-00-1538383-1-1,Gobierno Autónomo Municipal Ecológico Productivo De Achocalla,Adquisición De Complemento Nutricional Nutribebe Para Los Centros De Salud Del Municipio Achocalla,Si,08/04/2025,"Convocatoria
Documento Base de Contratacion
Especificaciones Tecnicas
Resolucion de aprobacion del DBC"
25-0417-09-1538818-1-1,Caja Nacional De Salud - Regional La Paz,1.300 Pza. Clips De Titanio Medium Large 7.9 X 8.1 Mm. Servicio De Cirugia General Haig Obrero N°1,Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0904-04-1538667-1-1,Hospital General San Juan De Dios,Pedido 05/25 Adquisicion De Reactivos E Insumos Para Laboratorio Hospital General San Juan De Dios Bloque Oruro Corea,Si,07/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0903-18-1537983-1-1,Hospital Materno Infantil German Urquidi,Compra De Medicamentos Declarados Desiertos En Proceso De Compra De Medicamentos Para El Servicio De Farmacia Del Hospital Materno Infantil German Urquidi Am1,Si,08/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0904-04-1538478-1-1,Hospital General San Juan De Dios,Pedido 04/25 Adquisicion De Reactivos E Insumos Para Laboratorio Hospital General San Juan De Dios Bloque Oruro Corea,Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1201-00-1538683-1-1,Gobierno Autonomo Municipal De La Paz,Adquisición De Guantes Descartables Y Quirurgicos Diferentes Tallas Y Otros Insumos Para El Sus Del Hospital Municipal Los Pinos Gestión 2025,Si,07/04/2025,"Especificaciones Tecnicas
Documento Base de Contratacion
Convocatoria"
25-1734-00-1538021-1-1,Gobierno Autonomo Municipal De Montero,Compra De Insumos Alimenticios Para Los Centros Infantiles Municipales,Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0417-07-1538702-1-1,Caja Nacional De Salud (Regional Beni),Peliculas Digitales De Impresion Laser Seca Y Termicas Para El Servicio De Imagenologia Distrital Riberalta,Si,07/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0417-04-1538460-1-1,Caja Nacional De Salud Regional Cochabamba,Viveres Secos,Si,07/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0417-04-1538022-1-1,Caja Nacional De Salud Regional Cochabamba,Carne De Pollo,Si,07/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0417-04-1538656-1-1,Caja Nacional De Salud Regional Cochabamba,Carne De Res,Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0150-00-1538452-1-1,Proyecto Sucre Ciudad Universitaria,"Adquisición De Equipos Para Laboratorio Del Jabón- Facultad De Ciencias Y Tecnología, Usfx",Si,08/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0597-00-1537479-1-1,Empresa Pública Nacional Estratégica De Yacimientos De Litio Bolivianos - Ylb,Adquisición De Repuestos Para Vehículos Livianos De La Marca Nissan Y Toyota,Si,09/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0418-07-1538521-1-1,Caja Petrolera De Salud Administracion Departamental Santa Cruz,“Compra De Dispositivo Medico.Unid Enf Hscz”,Si,07/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1801-00-1538621-1-1,Gobierno Autonomo Municipal De Santisima Trinidad,Provision De Chipilo Para La Dotacion De Alimentacion Complementaria Escolar Primer Semestre Gestion 2025,Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1801-00-1538583-1-1,Gobierno Autonomo Municipal De Santisima Trinidad,Provision De Bebida Lactea Para La Dotacion De Alimentacion Complementaria Escolar Primer Semestre Gestion 2025,Si,07/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0903-02-1538555-1-1,Servicio Departamental De Políticas Sociales Cbba,Primera Adquisición De Viveres Secos (D.S. 0181) / Programa De Atención Al Desarrollo Integral De La Primera Infancia,Si,08/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0902-43-1537962-1-1,Hospital Del Norte,Adquisicion De Medicamentos De Alta Rotacion Para El Hospital Del Norte 2025,Si,08/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1301-00-1538110-1-1,Gobierno Autonomo Municipal De Cochabamba,Provision De Guardavias Metalicas (340-0000-106),Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1516-00-1538456-1-1,Gobierno Autonomo Municipal De Toro Toro,Adquisición De Complemento Nutricional Para El Adulto Mayor “Carmelo” Primer Semestre Gestión 2025,Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1505-00-1537107-1-1,Gobierno Autonomo Municipal De Uncia,"""Servicio De Salud Universal Y Gratuita Sus"" Compra De Medicamentos E Insumos Médicos Para El Sistema Único De Salud Ley 1152 - Primer Semestre Gestión 2025.",Si,08/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1516-00-1538254-1-1,Gobierno Autonomo Municipal De Toro Toro,Adquisicion De Medicamentos E Insumos Ley 1152 Primer Semestre Gestion 2025,Si,07/04/2025,
25-0599-00-1537960-1-1,Empresa Boliviana De Alimentos Y Derivados-Eba,"Adquisición De Carrocerias Frigorificas Para Camiones Del Programa Nacional De Fortalecimiento Y Apoyo A La Producción Apícola, Bajo Criterios De Resiliencia Al Cambio Climático De La Empresa Boliviana De Alimentos Y Derivados Eba",Si,08/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1201-00-1537679-1-2,Gobierno Autonomo Municipal De La Paz,Adquisición De Reactivo De Amilasa Y Otros Reactivos Para La Atención De Pacientes Sus Del Hospital Municipal Los Pinos Gestión 2025,Si,04/04/2025,"Especificaciones Tecnicas
Documento Base de Contratacion
Convocatoria"
25-0517-00-1538289-1-1,Corporacion Minera De Bolivia - Comibol,Clq-25-Anpe-10/2025 Adquisicion De Mochilas Escolares Gestion 2025,Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0041-05-1538313-1-1,Pro-Bolivia,“Adquisición De Firewalls Para La Oficina Central Y Oficinas Regionales De La Entidad Pro-Bolivia - Proleche”,Si,07/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1507-00-1532123-2-1,Gobierno Autonomo Municipal De Llallagua,“Provision Alimentacion Complementaria Escolar Area Dispersa Gestion 2025 Municipio De Llallagua”,Si,07/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0595-00-1538263-1-1,Gestora Publica De La Seguridad Social De Largo Plazo,G25-Gngfc- Primera Adquisicion De Material De Escritorio Para La Gestora,Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0293-00-1526235-2-1,Fundacion Cultural Del Banco Central De Bolivia,Adquisición De Equipo De Almacenamiento (Storage) Y Ups Para El Servidor Del Musef”,Si,07/04/2025,"Documento Base de Contratacion
Convocatoria"
